,system_id,verticalDatum,lastInspection,lastVerified,state,name,mean_diff,std_diff,max_diff,min_diff,n_points
79,5105620001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,235
80,5805000007,Unknown,Unknown,Unknown,Unknown,Unknown,0.4637281000614166,0.16715598106384277,1.041290283203125,0.186431884765625,61
81,4705000022,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,242
82,3405000028,Unknown,Unknown,Unknown,Unknown,Unknown,0.1538805067539215,0.03870240971446037,0.3471660614013672,-0.07773494720458984,225
83,4905000075,Unknown,Unknown,Unknown,Unknown,Unknown,0.0479445680975914,0.04480099678039551,0.16229248046875,-0.088104248046875,21
84,3005000001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,546
85,3805010080,Unknown,Unknown,Unknown,Unknown,Unknown,0.015953969210386276,1.4118634462356567,8.02923583984375,-0.625244140625,59
86,2305010002,Unknown,Unknown,Unknown,Unknown,Unknown,-0.111304871737957,0.1090983897447586,0.45867919921875,-0.412689208984375,63
87,6005000670,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,333
88,3705000010,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,63
89,5205000047,Unknown,Unknown,Unknown,Unknown,Unknown,2.6833813190460205,0.6489415168762207,3.6521778106689453,1.4798660278320312,35
90,2305070001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,54
91,6005000013,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,118
92,3405000052,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,1280
93,3005000008,Unknown,Unknown,Unknown,Unknown,Unknown,3.1198813915252686,2.0850071907043457,6.1756439208984375,0.000701904296875,392
94,5705000020,Unknown,Unknown,Unknown,Unknown,Unknown,-0.4269459545612335,0.18063442409038544,0.110931396484375,-0.74298095703125,85
95,5205000276,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,151
96,3805010030,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,170
